steels
name	specific heat capapcity in J/g	-	thermal conductivity in W/m	melting point in °C	source
AISI Type 304 Stainless Steel	0.5	-	16.2	1400.0	http://asm.matweb.com/search/SpecificMaterial.asp?bassnum=MQ304A
